 | S: 13.78 | T: 1.100 | N: 2.69 | P: 4.06 | A: 4.00 3.93 5.00 
 | S: 32.64 | T: 1.100 | N: 2.77 | P: 4.06 | A: 4.00 3.94 5.00 
 | S: 32.71 | T: 1.100 | N: 2.77 | P: 4.06 | A: 4.00 3.93 5.00 
 | S: 32.77 | T: 1.100 | N: 2.77 | P: 4.06 | A: 4.00 3.94 5.00 
 | S: 32.84 | T: 1.100 | N: 2.77 | P: 4.07 | A: 4.00 3.93 5.00 
 | S: 32.91 | T: 1.100 | N: 2.77 | P: 4.06 | A: 3.99 3.92 5.00 
 | S: 32.98 | T: 1.100 | N: 2.77 | P: 4.06 | A: 4.00 3.93 5.00 
 | S: 33.04 | T: 1.100 | N: 2.77 | P: 4.06 | A: 4.00 3.93 5.00 
 | S: 33.11 | T: 1.100 | N: 2.78 | P: 4.06 | A: 4.00 3.94 5.00 
 | S: 33.18 | T: 1.100 | N: 2.78 | P: 4.07 | A: 4.01 3.95 5.00 
 | S: 33.25 | T: 1.100 | N: 2.78 | P: 4.06 | A: 3.99 3.93 5.00 
 | S: 33.31 | T: 1.100 | N: 2.77 | P: 4.06 | A: 4.00 3.93 5.00 
 | S: 33.38 | T: 1.100 | N: 2.78 | P: 4.06 | A: 4.00 3.93 5.00 
 | S: 33.45 | T: 1.100 | N: 2.77 | P: 4.06 | A: 3.99 3.93 5.00 
 | S: 33.52 | T: 1.100 | N: 2.77 | P: 4.06 | A: 4.01 3.95 5.00 
 | S: 33.59 | T: 1.100 | N: 2.78 | P: 4.06 | A: 4.01 3.95 5.00 
 | S: 33.65 | T: 1.100 | N: 2.78 | P: 4.06 | A: 4.00 3.94 5.00 
 | S: 33.72 | T: 1.100 | N: 2.78 | P: 4.06 | A: 4.00 3.94 5.00 
 | S: 33.79 | T: 1.100 | N: 2.78 | P: 4.07 | A: 3.99 3.93 5.00 
 | S: 33.86 | T: 1.100 | N: 2.78 | P: 4.06 | A: 4.00 3.93 5.00 
 | S: 33.92 | T: 1.100 | N: 2.77 | P: 4.06 | A: 4.00 3.93 5.00 
 | S: 33.99 | T: 1.100 | N: 2.78 | P: 4.06 | A: 4.00 3.94 5.00 
 | S: 34.06 | T: 1.100 | N: 2.78 | P: 4.06 | A: 4.01 3.95 5.00 
 | S: 34.13 | T: 1.100 | N: 2.78 | P: 4.05 | A: 4.00 3.95 5.00 
 | S: 34.19 | T: 1.100 | N: 2.79 | P: 4.06 | A: 4.00 3.94 5.00 
 | S: 34.26 | T: 1.100 | N: 2.78 | P: 4.06 | A: 4.00 3.94 5.00 
 | S: 34.33 | T: 1.100 | N: 2.78 | P: 4.06 | A: 3.99 3.93 5.00 
 | S: 34.40 | T: 1.100 | N: 2.78 | P: 4.06 | A: 4.00 3.93 5.00 
 | S: 34.46 | T: 1.100 | N: 2.78 | P: 4.06 | A: 3.99 3.93 5.00 
 | S: 34.53 | T: 1.100 | N: 2.78 | P: 4.06 | A: 4.00 3.93 5.00 
 | S: 34.60 | T: 1.100 | N: 2.78 | P: 4.06 | A: 4.00 3.93 5.00 
 | S: 34.67 | T: 1.100 | N: 2.78 | P: 4.06 | A: 4.00 3.93 5.00 
 | S: 34.74 | T: 1.100 | N: 2.79 | P: 4.06 | A: 4.00 3.93 5.00 
 | S: 34.80 | T: 1.100 | N: 2.78 | P: 4.06 | A: 4.01 3.94 5.00 
 | S: 34.87 | T: 1.100 | N: 2.78 | P: 4.06 | A: 4.00 3.94 5.00 
 | S: 34.94 | T: 1.100 | N: 2.78 | P: 4.06 | A: 4.00 3.94 5.00 
 | S: 35.01 | T: 1.100 | N: 2.78 | P: 4.06 | A: 4.00 3.94 5.00 
 | S: 35.07 | T: 1.100 | N: 2.78 | P: 4.06 | A: 4.00 3.94 5.00 
 | S: 35.14 | T: 1.100 | N: 2.78 | P: 4.06 | A: 4.00 3.94 5.00 
 | S: 35.21 | T: 1.100 | N: 2.78 | P: 4.06 | A: 4.01 3.95 5.00 
 | S: 35.28 | T: 1.100 | N: 2.78 | P: 4.07 | A: 4.00 3.95 5.00 
 | S: 35.34 | T: 1.100 | N: 2.78 | P: 4.06 | A: 4.00 3.94 5.00 
 | S: 35.41 | T: 1.100 | N: 2.79 | P: 4.06 | A: 4.00 3.93 5.00 
 | S: 35.48 | T: 1.100 | N: 2.78 | P: 4.06 | A: 4.00 3.94 5.00 
 | S: 35.55 | T: 1.100 | N: 2.79 | P: 4.06 | A: 4.00 3.93 5.00 
 | S: 35.61 | T: 1.100 | N: 2.79 | P: 4.07 | A: 3.99 3.93 5.00 
 | S: 35.68 | T: 1.100 | N: 2.79 | P: 4.06 | A: 4.00 3.93 5.00 
 | S: 35.75 | T: 1.100 | N: 2.79 | P: 4.06 | A: 4.00 3.93 5.00 
 | S: 35.82 | T: 1.100 | N: 2.79 | P: 4.06 | A: 4.01 3.94 5.00 
 | S: 35.88 | T: 1.100 | N: 2.78 | P: 4.06 | A: 4.00 3.94 5.00 
 | S: 35.95 | T: 1.100 | N: 2.79 | P: 4.07 | A: 4.00 3.94 5.00 
 | S: 36.02 | T: 1.100 | N: 2.79 | P: 4.06 | A: 4.00 3.94 4.99 
 | S: 36.09 | T: 1.100 | N: 2.79 | P: 4.06 | A: 4.00 3.93 5.00 
 | S: 36.15 | T: 1.100 | N: 2.79 | P: 4.06 | A: 4.00 3.94 5.00 
 | S: 36.22 | T: 1.100 | N: 2.79 | P: 4.06 | A: 4.00 3.94 5.00 
 | S: 36.29 | T: 1.100 | N: 2.79 | P: 4.06 | A: 4.00 3.94 5.00 
 | S: 36.36 | T: 1.100 | N: 2.79 | P: 4.06 | A: 4.01 3.95 4.99 
 | S: 36.42 | T: 1.100 | N: 2.79 | P: 4.07 | A: 4.00 3.94 5.00 
 | S: 36.49 | T: 1.100 | N: 2.78 | P: 4.06 | A: 3.99 3.93 5.00 
 | S: 36.56 | T: 1.100 | N: 2.79 | P: 4.06 | A: 3.99 3.93 5.00 
 | S: 36.63 | T: 1.100 | N: 2.79 | P: 4.06 | A: 3.99 3.93 5.00 
 | S: 36.70 | T: 1.100 | N: 2.79 | P: 4.06 | A: 4.00 3.93 5.00 
 | S: 36.76 | T: 1.100 | N: 2.79 | P: 4.06 | A: 3.99 3.92 5.00 
 | S: 36.83 | T: 1.100 | N: 2.78 | P: 4.06 | A: 3.99 3.92 5.00 
 | S: 36.90 | T: 1.100 | N: 2.79 | P: 4.06 | A: 4.01 3.95 5.00 
 | S: 36.97 | T: 1.100 | N: 2.78 | P: 4.06 | A: 4.00 3.95 5.00 
 | S: 37.03 | T: 1.100 | N: 2.79 | P: 4.06 | A: 4.01 3.95 5.00 
 | S: 37.10 | T: 1.100 | N: 2.79 | P: 4.06 | A: 4.01 3.96 5.00 
 | S: 37.17 | T: 1.100 | N: 2.79 | P: 4.06 | A: 4.01 3.95 5.00 
 | S: 37.24 | T: 1.100 | N: 2.79 | P: 4.06 | A: 4.01 3.95 5.00 
 | S: 37.30 | T: 1.100 | N: 2.79 | P: 4.06 | A: 4.00 3.94 5.00 
 | S: 37.37 | T: 1.100 | N: 2.79 | P: 4.06 | A: 4.00 3.94 4.99 
 | S: 37.44 | T: 1.100 | N: 2.79 | P: 4.06 | A: 4.00 3.94 5.00 
 | S: 37.51 | T: 1.100 | N: 2.79 | P: 4.06 | A: 4.00 3.93 5.00 
 | S: 37.57 | T: 1.100 | N: 2.79 | P: 4.06 | A: 4.00 3.93 5.00 
 | S: 37.64 | T: 1.100 | N: 2.79 | P: 4.07 | A: 4.00 3.93 5.00 
 | S: 37.71 | T: 1.100 | N: 2.79 | P: 4.06 | A: 4.00 3.93 5.00 
 | S: 37.78 | T: 1.100 | N: 2.79 | P: 4.06 | A: 4.00 3.94 5.00 
 | S: 37.84 | T: 1.100 | N: 2.79 | P: 4.06 | A: 4.00 3.93 5.00 
 | S: 37.91 | T: 1.100 | N: 2.79 | P: 4.06 | A: 4.00 3.94 5.00 
 | S: 37.98 | T: 1.100 | N: 2.79 | P: 4.07 | A: 4.01 3.94 5.00 
 | S: 38.05 | T: 1.100 | N: 2.79 | P: 4.06 | A: 4.00 3.94 4.99 
 | S: 38.11 | T: 1.100 | N: 2.80 | P: 4.06 | A: 4.00 3.94 5.00 
 | S: 38.18 | T: 1.100 | N: 2.79 | P: 4.07 | A: 4.00 3.93 5.00 
 | S: 38.25 | T: 1.100 | N: 2.80 | P: 4.06 | A: 4.00 3.94 5.00 
 | S: 38.32 | T: 1.100 | N: 2.79 | P: 4.06 | A: 4.00 3.94 5.00 
 | S: 38.38 | T: 1.100 | N: 2.79 | P: 4.06 | A: 4.00 3.94 5.00 
 | S: 38.45 | T: 1.100 | N: 2.79 | P: 4.06 | A: 4.01 3.94 5.00 
 | S: 38.52 | T: 1.100 | N: 2.79 | P: 4.06 | A: 4.00 3.94 5.00 
 | S: 38.59 | T: 1.100 | N: 2.80 | P: 4.06 | A: 4.00 3.93 5.00 
 | S: 38.66 | T: 1.100 | N: 2.80 | P: 4.06 | A: 4.00 3.94 5.00 
 | S: 38.72 | T: 1.100 | N: 2.80 | P: 4.06 | A: 4.00 3.93 5.00 
 | S: 38.79 | T: 1.100 | N: 2.80 | P: 4.06 | A: 4.00 3.93 5.00 
 | S: 38.86 | T: 1.100 | N: 2.80 | P: 4.06 | A: 4.00 3.93 5.00 
 | S: 38.93 | T: 1.100 | N: 2.80 | P: 4.06 | A: 4.00 3.94 5.00 
 | S: 38.99 | T: 1.100 | N: 2.80 | P: 4.06 | A: 4.01 3.94 5.00 
 | S: 39.06 | T: 1.100 | N: 2.80 | P: 4.06 | A: 4.00 3.94 4.99 
 | S: 39.13 | T: 1.100 | N: 2.80 | P: 4.06 | A: 4.00 3.94 5.00 
 | S: 39.20 | T: 1.100 | N: 2.80 | P: 4.06 | A: 4.00 3.94 5.00 
 | S: 39.26 | T: 1.100 | N: 2.80 | P: 4.06 | A: 4.00 3.93 5.00 
 | S: 39.33 | T: 1.100 | N: 2.81 | P: 4.06 | A: 4.00 3.94 5.00 
 | S: 39.40 | T: 1.100 | N: 2.81 | P: 4.06 | A: 4.00 3.94 5.00 
 | S: 39.47 | T: 1.100 | N: 2.81 | P: 4.06 | A: 4.00 3.94 5.00 
 | S: 39.53 | T: 1.100 | N: 2.81 | P: 4.06 | A: 4.00 3.94 4.99 
 | S: 39.60 | T: 1.100 | N: 2.81 | P: 4.06 | A: 4.00 3.94 5.00 
 | S: 39.67 | T: 1.100 | N: 2.80 | P: 4.06 | A: 4.00 3.94 5.00 
 | S: 39.74 | T: 1.100 | N: 2.81 | P: 4.06 | A: 4.00 3.94 5.00 
 | S: 39.81 | T: 1.100 | N: 2.81 | P: 4.06 | A: 4.00 3.93 5.00 
 | S: 39.87 | T: 1.100 | N: 2.81 | P: 4.06 | A: 4.00 3.94 5.00 
 | S: 39.94 | T: 1.100 | N: 2.81 | P: 4.07 | A: 4.00 3.94 5.00 
 | S: 40.01 | T: 1.100 | N: 2.81 | P: 4.06 | A: 4.00 3.94 5.00 
 | S: 40.08 | T: 1.100 | N: 2.81 | P: 4.06 | A: 4.01 3.94 5.00 
 | S: 40.14 | T: 1.100 | N: 2.81 | P: 4.06 | A: 4.00 3.94 5.00 
 | S: 40.21 | T: 1.100 | N: 2.81 | P: 4.06 | A: 4.01 3.94 5.00 
 | S: 40.28 | T: 1.100 | N: 2.82 | P: 4.06 | A: 4.00 3.94 5.00 
 | S: 40.35 | T: 1.100 | N: 2.81 | P: 4.06 | A: 4.00 3.93 5.00 
 | S: 40.41 | T: 1.100 | N: 2.82 | P: 4.06 | A: 4.00 3.94 5.00 
 | S: 40.48 | T: 1.100 | N: 2.82 | P: 4.06 | A: 4.00 3.93 5.00 
 | S: 40.55 | T: 1.100 | N: 2.82 | P: 4.06 | A: 4.00 3.94 5.00 
 | S: 40.62 | T: 1.100 | N: 2.82 | P: 4.06 | A: 4.00 3.94 5.00 
 | S: 40.68 | T: 1.100 | N: 2.82 | P: 4.06 | A: 4.00 3.94 5.00 
 | S: 40.75 | T: 1.100 | N: 2.82 | P: 4.06 | A: 4.00 3.94 5.00 
 | S: 40.82 | T: 1.100 | N: 2.81 | P: 4.06 | A: 4.00 3.94 5.00 
 | S: 40.89 | T: 1.100 | N: 2.82 | P: 4.06 | A: 4.00 3.94 5.00 
 | S: 40.95 | T: 1.100 | N: 2.82 | P: 4.06 | A: 4.00 3.94 5.00 
 | S: 41.02 | T: 1.100 | N: 2.82 | P: 4.06 | A: 4.00 3.93 5.00 
 | S: 41.09 | T: 1.100 | N: 2.82 | P: 4.06 | A: 4.00 3.94 5.00 
 | S: 41.16 | T: 1.100 | N: 2.82 | P: 4.06 | A: 4.00 3.94 5.00 
 | S: 41.22 | T: 1.100 | N: 2.82 | P: 4.06 | A: 4.00 3.93 5.00 
 | S: 41.29 | T: 1.100 | N: 2.81 | P: 4.07 | A: 4.00 3.94 5.00 
 | S: 41.36 | T: 1.100 | N: 2.82 | P: 4.06 | A: 4.00 3.94 5.00 
 | S: 41.43 | T: 1.100 | N: 2.82 | P: 4.06 | A: 4.00 3.94 5.00 
 | S: 41.49 | T: 1.100 | N: 2.82 | P: 4.06 | A: 4.00 3.94 5.00 
 | S: 41.56 | T: 1.100 | N: 2.83 | P: 4.06 | A: 4.00 3.94 5.00 
 | S: 41.63 | T: 1.100 | N: 2.82 | P: 4.06 | A: 4.00 3.94 5.00 
 | S: 41.70 | T: 1.100 | N: 2.83 | P: 4.06 | A: 4.00 3.94 5.00 
 | S: 41.76 | T: 1.100 | N: 2.82 | P: 4.07 | A: 4.00 3.93 5.00 
 | S: 41.83 | T: 1.100 | N: 2.82 | P: 4.06 | A: 4.00 3.94 5.00 
 | S: 41.90 | T: 1.100 | N: 2.83 | P: 4.06 | A: 4.00 3.94 5.00 
 | S: 41.97 | T: 1.100 | N: 2.82 | P: 4.06 | A: 4.00 3.94 5.00 
 | S: 42.04 | T: 1.100 | N: 2.83 | P: 4.06 | A: 4.00 3.94 5.00 
 | S: 42.10 | T: 1.100 | N: 2.83 | P: 4.06 | A: 4.00 3.94 5.00 
 | S: 42.17 | T: 1.100 | N: 2.83 | P: 4.06 | A: 4.00 3.94 5.00 
 | S: 42.24 | T: 1.100 | N: 2.83 | P: 4.06 | A: 4.00 3.94 5.00 
 | S: 42.31 | T: 1.100 | N: 2.83 | P: 4.06 | A: 4.00 3.94 5.00 
 | S: 42.37 | T: 1.100 | N: 2.83 | P: 4.07 | A: 4.00 3.94 5.00 
 | S: 42.44 | T: 1.100 | N: 2.83 | P: 4.06 | A: 4.00 3.93 5.00 
 | S: 42.51 | T: 1.100 | N: 2.83 | P: 4.06 | A: 4.00 3.94 5.00 
 | S: 42.58 | T: 1.100 | N: 2.82 | P: 4.06 | A: 4.00 3.94 5.00 
 | S: 42.64 | T: 1.100 | N: 2.83 | P: 4.06 | A: 4.00 3.93 5.00 
 | S: 42.71 | T: 1.100 | N: 2.82 | P: 4.06 | A: 4.00 3.94 5.00 
 | S: 42.78 | T: 1.100 | N: 2.83 | P: 4.06 | A: 4.00 3.94 5.00 
 | S: 42.85 | T: 1.100 | N: 2.83 | P: 4.06 | A: 4.00 3.94 5.00 
 | S: 42.91 | T: 1.100 | N: 2.83 | P: 4.06 | A: 4.00 3.94 5.00 
 | S: 42.98 | T: 1.100 | N: 2.83 | P: 4.06 | A: 4.00 3.93 5.00 
 | S: 43.05 | T: 1.100 | N: 2.83 | P: 4.06 | A: 4.00 3.94 5.00 
 | S: 43.12 | T: 1.100 | N: 2.83 | P: 4.06 | A: 4.00 3.94 5.00 
 | S: 43.19 | T: 1.100 | N: 2.83 | P: 4.06 | A: 4.00 3.94 5.00 
 | S: 43.25 | T: 1.100 | N: 2.83 | P: 4.06 | A: 4.00 3.94 5.00 
 | S: 43.32 | T: 1.100 | N: 2.83 | P: 4.06 | A: 4.00 3.94 5.00 
 | S: 43.39 | T: 1.100 | N: 2.83 | P: 4.06 | A: 4.00 3.94 5.00 
 | S: 43.46 | T: 1.100 | N: 2.83 | P: 4.06 | A: 4.00 3.94 5.00 
 | S: 43.52 | T: 1.100 | N: 2.83 | P: 4.06 | A: 4.00 3.94 5.00 
 | S: 43.59 | T: 1.100 | N: 2.83 | P: 4.06 | A: 4.01 3.94 5.00 
 | S: 43.66 | T: 1.100 | N: 2.83 | P: 4.06 | A: 4.00 3.94 5.00 
 | S: 43.73 | T: 1.100 | N: 2.83 | P: 4.06 | A: 4.00 3.94 5.00 
 | S: 43.79 | T: 1.100 | N: 2.84 | P: 4.06 | A: 4.00 3.94 5.00 
 | S: 43.86 | T: 1.100 | N: 2.83 | P: 4.06 | A: 4.00 3.94 5.00 
 | S: 43.93 | T: 1.100 | N: 2.83 | P: 4.06 | A: 4.00 3.94 5.00 
 | S: 44.00 | T: 1.100 | N: 2.83 | P: 4.06 | A: 4.00 3.94 5.00 
 | S: 44.06 | T: 1.100 | N: 2.83 | P: 4.06 | A: 4.00 3.94 5.00 
 | S: 44.13 | T: 1.100 | N: 2.83 | P: 4.06 | A: 4.00 3.94 5.00 
 | S: 44.20 | T: 1.100 | N: 2.83 | P: 4.06 | A: 4.00 3.94 5.00 
 | S: 44.27 | T: 1.100 | N: 2.83 | P: 4.06 | A: 4.00 3.94 5.00 
 | S: 44.33 | T: 1.100 | N: 2.83 | P: 4.06 | A: 4.00 3.94 5.00 
 | S: 44.40 | T: 1.100 | N: 2.83 | P: 4.06 | A: 4.00 3.94 5.00 
 | S: 44.47 | T: 1.100 | N: 2.83 | P: 4.06 | A: 4.01 3.94 5.00 
 | S: 44.54 | T: 1.100 | N: 2.83 | P: 4.06 | A: 4.00 3.94 5.00 
 | S: 44.60 | T: 1.100 | N: 2.84 | P: 4.07 | A: 4.00 3.94 5.00 
 | S: 44.67 | T: 1.100 | N: 2.84 | P: 4.06 | A: 4.00 3.94 5.00 
 | S: 44.74 | T: 1.100 | N: 2.84 | P: 4.07 | A: 4.00 3.94 5.00 
 | S: 44.81 | T: 1.100 | N: 2.84 | P: 4.06 | A: 4.00 3.94 5.00 
 | S: 44.87 | T: 1.100 | N: 2.84 | P: 4.06 | A: 4.00 3.94 5.00 
 | S: 44.94 | T: 1.100 | N: 2.84 | P: 4.06 | A: 4.00 3.93 5.00 
 | S: 45.01 | T: 1.100 | N: 2.84 | P: 4.06 | A: 4.01 3.94 5.00 
 | S: 45.08 | T: 1.100 | N: 2.83 | P: 4.06 | A: 4.00 3.94 5.00 
 | S: 45.15 | T: 1.100 | N: 2.84 | P: 4.06 | A: 4.00 3.94 5.00 
 | S: 45.21 | T: 1.100 | N: 2.84 | P: 4.06 | A: 4.00 3.94 5.00 
 | S: 45.28 | T: 1.100 | N: 2.83 | P: 4.06 | A: 4.00 3.93 5.00 
 | S: 45.35 | T: 1.100 | N: 2.84 | P: 4.07 | A: 4.00 3.94 5.00 
 | S: 45.42 | T: 1.100 | N: 2.84 | P: 4.06 | A: 4.01 3.94 5.00 
 | S: 45.48 | T: 1.100 | N: 2.84 | P: 4.06 | A: 4.01 3.94 5.00 
 | S: 45.55 | T: 1.100 | N: 2.84 | P: 4.06 | A: 4.00 3.94 5.00 
 | S: 45.62 | T: 1.100 | N: 2.84 | P: 4.06 | A: 4.00 3.94 5.00 
 | S: 45.69 | T: 1.100 | N: 2.84 | P: 4.06 | A: 4.01 3.95 5.00 
 | S: 45.75 | T: 1.100 | N: 2.84 | P: 4.06 | A: 4.01 3.95 5.00 
 | S: 45.82 | T: 1.100 | N: 2.84 | P: 4.06 | A: 4.01 3.95 5.00 
 | S: 45.89 | T: 1.100 | N: 2.85 | P: 4.06 | A: 4.00 3.94 4.99 
 | S: 45.96 | T: 1.100 | N: 2.85 | P: 4.06 | A: 4.00 3.94 5.00 
 | S: 46.02 | T: 1.100 | N: 2.85 | P: 4.06 | A: 4.00 3.93 5.00 
 | S: 46.09 | T: 1.100 | N: 2.85 | P: 4.06 | A: 4.00 3.93 5.00 
 | S: 46.16 | T: 1.100 | N: 2.85 | P: 4.06 | A: 3.99 3.92 5.00 
 | S: 46.23 | T: 1.100 | N: 2.85 | P: 4.06 | A: 4.01 3.95 5.00 
 | S: 46.29 | T: 1.100 | N: 2.85 | P: 4.06 | A: 4.01 3.95 5.00 
 | S: 46.36 | T: 1.100 | N: 2.85 | P: 4.06 | A: 4.00 3.94 5.00 
 | S: 46.43 | T: 1.100 | N: 2.85 | P: 4.06 | A: 4.00 3.94 5.00 
 | S: 46.50 | T: 1.100 | N: 2.85 | P: 4.06 | A: 4.01 3.94 5.00 
 | S: 46.56 | T: 1.100 | N: 2.85 | P: 4.06 | A: 4.01 3.95 5.00 
 | S: 46.63 | T: 1.100 | N: 2.85 | P: 4.06 | A: 4.01 3.95 5.00 
 | S: 46.70 | T: 1.100 | N: 2.85 | P: 4.06 | A: 4.00 3.93 5.00 
 | S: 46.77 | T: 1.100 | N: 2.85 | P: 4.06 | A: 3.99 3.93 5.00 
 | S: 46.83 | T: 1.100 | N: 2.85 | P: 4.06 | A: 3.98 3.92 5.00 
 | S: 46.90 | T: 1.100 | N: 2.85 | P: 4.06 | A: 4.00 3.93 5.00 
 | S: 46.97 | T: 1.100 | N: 2.85 | P: 4.06 | A: 3.98 3.91 5.00 
 | S: 47.04 | T: 1.100 | N: 2.86 | P: 4.06 | A: 3.98 3.91 5.00 
 | S: 47.11 | T: 1.100 | N: 2.86 | P: 4.06 | A: 3.99 3.92 5.00 
 | S: 47.17 | T: 1.100 | N: 2.86 | P: 4.06 | A: 4.01 3.94 5.00 
 | S: 47.24 | T: 1.100 | N: 2.85 | P: 4.06 | A: 4.01 3.94 5.00 
 | S: 47.31 | T: 1.100 | N: 2.86 | P: 4.06 | A: 4.00 3.94 5.00 
 | S: 47.38 | T: 1.100 | N: 2.86 | P: 4.06 | A: 4.01 3.96 5.00 
 | S: 47.44 | T: 1.100 | N: 2.86 | P: 4.06 | A: 4.01 3.95 5.00 
 | S: 47.51 | T: 1.100 | N: 2.86 | P: 4.06 | A: 3.99 3.92 5.00 
 | S: 47.58 | T: 1.100 | N: 2.86 | P: 4.06 | A: 3.99 3.91 5.00 
 | S: 47.65 | T: 1.100 | N: 2.86 | P: 4.06 | A: 3.99 3.92 5.00 
 | S: 47.71 | T: 1.100 | N: 2.86 | P: 4.06 | A: 4.00 3.93 5.00 
 | S: 47.78 | T: 1.100 | N: 2.86 | P: 4.06 | A: 4.00 3.94 5.00 
 | S: 47.85 | T: 1.100 | N: 2.86 | P: 4.06 | A: 4.01 3.95 5.00 
 | S: 47.92 | T: 1.100 | N: 2.86 | P: 4.06 | A: 4.00 3.95 5.00 
 | S: 47.98 | T: 1.100 | N: 2.86 | P: 4.06 | A: 4.01 3.95 5.00 
 | S: 48.05 | T: 1.100 | N: 2.86 | P: 4.06 | A: 4.01 3.95 5.00 
 | S: 48.12 | T: 1.100 | N: 2.86 | P: 4.06 | A: 4.01 3.95 5.00 
 | S: 48.19 | T: 1.100 | N: 2.86 | P: 4.06 | A: 4.00 3.94 5.00 
 | S: 48.26 | T: 1.100 | N: 2.86 | P: 4.06 | A: 3.99 3.92 5.00 
 | S: 48.32 | T: 1.100 | N: 2.87 | P: 4.06 | A: 4.00 3.94 5.00 
 | S: 48.39 | T: 1.100 | N: 2.87 | P: 4.06 | A: 4.00 3.94 5.00 
 | S: 48.46 | T: 1.100 | N: 2.87 | P: 4.06 | A: 4.00 3.94 5.00 
 | S: 48.53 | T: 1.100 | N: 2.87 | P: 4.06 | A: 4.00 3.94 5.00 
 | S: 48.59 | T: 1.100 | N: 2.87 | P: 4.06 | A: 4.00 3.94 5.00 
 | S: 48.66 | T: 1.100 | N: 2.87 | P: 4.06 | A: 4.00 3.94 5.00 
 | S: 48.73 | T: 1.100 | N: 2.87 | P: 4.06 | A: 4.00 3.95 5.00 
 | S: 48.80 | T: 1.100 | N: 2.87 | P: 4.06 | A: 4.00 3.94 5.00 
 | S: 48.86 | T: 1.100 | N: 2.87 | P: 4.06 | A: 4.00 3.94 5.00 
 | S: 48.93 | T: 1.100 | N: 2.87 | P: 4.06 | A: 4.00 3.94 5.00 
 | S: 49.00 | T: 1.100 | N: 2.86 | P: 4.06 | A: 4.00 3.93 5.00 
 | S: 49.07 | T: 1.100 | N: 2.87 | P: 4.06 | A: 4.00 3.94 5.00 
 | S: 49.13 | T: 1.100 | N: 2.86 | P: 4.06 | A: 4.00 3.93 5.00 
 | S: 49.20 | T: 1.100 | N: 2.87 | P: 4.06 | A: 4.00 3.94 5.00 
 | S: 49.27 | T: 1.100 | N: 2.86 | P: 4.06 | A: 4.00 3.93 5.00 
 | S: 49.34 | T: 1.100 | N: 2.87 | P: 4.06 | A: 3.99 3.93 5.00 
 | S: 49.40 | T: 1.100 | N: 2.87 | P: 4.07 | A: 4.00 3.94 5.00 
 | S: 49.47 | T: 1.100 | N: 2.86 | P: 4.06 | A: 4.00 3.94 5.00 
 | S: 49.54 | T: 1.100 | N: 2.87 | P: 4.07 | A: 4.00 3.94 5.00 
 | S: 49.61 | T: 1.100 | N: 2.87 | P: 4.06 | A: 4.01 3.95 5.00 
 | S: 49.67 | T: 1.100 | N: 2.87 | P: 4.07 | A: 4.00 3.94 5.00 
 | S: 49.74 | T: 1.100 | N: 2.87 | P: 4.06 | A: 4.00 3.94 5.00 
 | S: 49.81 | T: 1.100 | N: 2.87 | P: 4.06 | A: 4.00 3.94 5.00 
 | S: 49.88 | T: 1.100 | N: 2.87 | P: 4.06 | A: 4.00 3.94 5.00 
 | S: 49.94 | T: 1.100 | N: 2.87 | P: 4.06 | A: 4.00 3.94 5.00 
 | S: 50.01 | T: 1.100 | N: 2.87 | P: 4.06 | A: 4.00 3.94 5.00 
 | S: 50.08 | T: 1.100 | N: 2.87 | P: 4.06 | A: 4.01 3.94 5.00 
 | S: 50.15 | T: 1.100 | N: 2.87 | P: 4.06 | A: 4.01 3.95 5.00 
 | S: 50.22 | T: 1.100 | N: 2.87 | P: 4.06 | A: 4.01 3.94 5.00 
 | S: 50.28 | T: 1.100 | N: 2.87 | P: 4.06 | A: 4.01 3.95 5.00 
 | S: 50.35 | T: 1.100 | N: 2.87 | P: 4.06 | A: 4.00 3.94 5.00 
 | S: 50.42 | T: 1.100 | N: 2.87 | P: 4.06 | A: 4.01 3.95 5.00 
 | S: 50.49 | T: 1.100 | N: 2.87 | P: 4.06 | A: 4.01 3.95 5.00 
 | S: 50.55 | T: 1.100 | N: 2.87 | P: 4.06 | A: 4.00 3.94 5.00 
 | S: 50.62 | T: 1.100 | N: 2.88 | P: 4.06 | A: 4.00 3.95 4.99 
 | S: 50.69 | T: 1.100 | N: 2.87 | P: 4.06 | A: 4.00 3.94 5.00 
 | S: 50.76 | T: 1.100 | N: 2.88 | P: 4.06 | A: 4.00 3.93 4.99 
 | S: 50.82 | T: 1.100 | N: 2.88 | P: 4.07 | A: 4.00 3.94 5.00 
 | S: 50.89 | T: 1.100 | N: 2.88 | P: 4.06 | A: 4.00 3.93 5.00 
 | S: 50.96 | T: 1.100 | N: 2.88 | P: 4.06 | A: 4.00 3.94 5.00 
 | S: 51.03 | T: 1.100 | N: 2.88 | P: 4.06 | A: 4.00 3.94 5.00 
 | S: 51.09 | T: 1.100 | N: 2.89 | P: 4.06 | A: 3.99 3.93 5.00 
 | S: 51.16 | T: 1.100 | N: 2.88 | P: 4.06 | A: 4.00 3.92 5.00 
 | S: 51.23 | T: 1.100 | N: 2.88 | P: 4.06 | A: 4.00 3.93 5.00 
 | S: 51.30 | T: 1.100 | N: 2.88 | P: 4.06 | A: 4.00 3.93 5.00 
 | S: 51.36 | T: 1.100 | N: 2.88 | P: 4.06 | A: 4.00 3.93 5.00 
 | S: 51.43 | T: 1.100 | N: 2.88 | P: 4.06 | A: 4.00 3.93 5.00 
